"type","item1","file","date","desc"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2115 (x64)","Windows11.0-KB5028251-x64.msu","8月1日","Please find the builds for Windows 11 Preview Build 22621/31.2115 LCU+SSU package and the EKB file. This is the preview for the Sept CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22631” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22631.2115”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5028251) + Add EKB (KB5027397)   *Please see the release notes with more information about this build"
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2050 (x64)","Windows11.0-KB5028256-x64.msu","8月1日","Please find the builds for Windows 11 Preview Build 22621/31.2050 LCU+SSU package and the EKB file. This is the preview for the Sept CI validation purposes that contains the same features as the WIP BETA External Channel builds.  This is only for validation and not for released products.  Starting with your base Windows 11， version 22H2 image then install the LCU+SSU then install the EKB in that order to unlock specific features in this build (see release notes).  Note that once you install the EKB it will change the build number to “22631” this is expected and will only happen in the preview builds.  Please file bugs for any issues you see and include the Found In build number of “22631.2050”.  If you have any questions， please reach out to your Microsoft contact.   Instructions: Start with your Windows 11， version 22H2 shipping image with a earlier build number + Add the LCU+SSU (KB5028256) + Add EKB (KB5027397)   *Please see the Windows Insider Blog here with more information about this build"
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25921 | Client Consumer Localized Languages","25921.1000.230728-1521.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","8月5日","Please find the preview builds for the EEAP Developer Channel Preview Build 25921.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25921.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25921 | Kits","25921.1000.230728-1521.rs_prerelease_amd64fre_HLK.iso","8月5日","Please find the preview builds for the EEAP Developer Channel Preview Build 25921 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25921 .1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25921 | Kits","25921.1000.230728-1521.rs_prerelease_amd64fre_WDK.iso","8月5日","Please find the preview builds for the EEAP Developer Channel Preview Build 25921 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25921 .1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25921 | Kits","25921.1000.230728-1521.rs_prerelease_amd64fre_ADK.iso","8月5日","Please find the preview builds for the EEAP Developer Channel Preview Build 25921 .1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25921 .1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25921 | All Editions EN-US Only","25921.1000.230728-1521.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","8月5日","Please find the preview builds for the EEAP Developer Channel Preview Build 25921.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of 25921“.1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25926 All Editions EN-US Only","25926.1000.230804-1441.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","8月10日","Please find the preview builds for the EEAP Developer Channel Preview Build 25926.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25926.1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25926 Client Consumer Localized Languages","25926.1000.230804-1441.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","8月10日","Please find the preview builds for the EEAP Developer Channel Preview Build 25926.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25926.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25926 Kits","25926.1000.230804-1441.rs_prerelease_amd64fre_HLK.iso","8月10日","Please find the preview builds for the EEAP Developer Channel Preview Build 25926.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25926.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25926 Kits","25926.1000.230804-1441.rs_prerelease_amd64fre_WDK.iso","8月10日","Please find the preview builds for the EEAP Developer Channel Preview Build 25926.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25926.1”.  If you have any questions， please reach out to your Microsoft contact."
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25926 Kits","25926.1000.230804-1441.rs_prerelease_amd64fre_ADK.iso","8月10日","Please find the preview builds for the EEAP Developer Channel Preview Build 25926.1000 and not for shipping images or released products.  Please file bugs for any issues you see and include the Found In build number of “25926.1”.  If you have any questions， please reach out to your Microsoft contact."
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25931 Client Consumer Localized Languages","25931.1000.230811-1316.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","8月17日",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build | 25931 All Editions EN-US Only","25931.1000.230811-1316.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","8月17日",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25931 Kits","25931.1000.230811-1316.rs_prerelease_amd64fre_HLK.iso","8月17日",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25931 Kits","25931.1000.230811-1316.rs_prerelease_amd64fre_WDK.iso","8月17日",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build | 25931 Kits","25931.1000.230811-1316.rs_prerelease_amd64fre_ADK.iso","8月17日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2199 (x64)","Windows11.0-KB5029352-x64.msu","8月19日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2199 (x64)","windows11.0-kb5027397-x64.msu","8月19日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2199 (x64)","Windows11.0-KB5029352-x64.msu","8月22日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2199 (x64)","windows11.0-kb5027397-x64.msu","8月22日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2262 (x64)","Windows11.0-KB5029339-x64.msu","8月25日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2262 (x64)","windows11.0-kb5027397-x64.msu","8月25日",""
"01.OS_Image05","Client | BLD | EEAP Windows 11 23H2 Preview Build 22631.2215 | All Editions EN-US Only","22631.2215.230813-0749.23H2_NI_RELEASE_SVC_REFRESH_CLIENT_CONSUMER_x64FRE_en-us.iso","8月25日",""
"01.OS_Image05","Client | BLD | EEAP Windows 11 23H2 Preview Build 22631.2215 | Client Consumer Localized Languages","22631.2215.230813-0749.23H2_NI_RELEASE_SVC_REFRESH_CLIENT_CONSUMER_x64FRE_ja-jp.iso","8月25日",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25936 | Client Consumer Localized Languages","25936.1000.230818-1326.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","8月26日",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25936 | All Editions EN-US Only","25936.1000.230818-1326.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","8月26日",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25936 | Kits","25936.1000.230818-1326.rs_prerelease_amd64fre_HLK.iso","8月26日",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25936 | Kits","25936.1000.230818-1326.rs_prerelease_amd64fre_WDK.iso","8月26日",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25936 | Kits","25936.1000.230818-1326.rs_prerelease_amd64fre_ADK.iso","8月26日",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25936 | All Editions EN-US Only","25936.1000.230818-1326.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","8月29日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2265 (x64)","Windows11.0-KB5029347-x64.msu","9月1日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2265 (x64)","windows11.0-kb5027397-x64.msu","9月1日",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25941| Kits","25941.1000.230825-1352.rs_prerelease_amd64fre_HLK.iso","9月6日",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25941| Kits","25941.1000.230825-1352.rs_prerelease_amd64fre_WDK.iso","9月6日",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25941| Kits","25941.1000.230825-1352.rs_prerelease_amd64fre_ADK.iso","9月6日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2271 (x64)","Windows11.0-KB5030316-x64.msu","9月7日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2271 (x64)","windows11.0-kb5027397-x64.msu","9月7日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2271 (x64)","windows11.0-kb5027397-x64.msu","9月8日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2271 (x64)","Windows11.0-KB5030316-x64.msu","9月8日",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25947 | Kits","25947.1000.230901-1416.rs_prerelease_amd64fre_HLK.iso","9月8日",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25947 | Kits","25947.1000.230901-1416.rs_prerelease_amd64fre_WDK.iso","9月8日",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25947 | Kits","25947.1000.230901-1416.rs_prerelease_amd64fre_ADK.iso","9月8日",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25947 | All Editions EN-US Only","25947.1000.230901-1416.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","9月8日",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25947 | Client Consumer Localized Languages","25947.1000.230901-1416.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","9月8日",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22621/31.2338 (x64)","windows11.0-kb5027397-x64.msu","9/13",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25951| Client Consumer Localized Languages","25951.1000.230908-1539.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","9/14",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25951| All Editions EN-US Only","25951.1000.230908-1539.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","9/14",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25951 | Kits","25951.1000.230908-1539.rs_prerelease_amd64fre_HLK.iso","9/14",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25951 | Kits","25951.1000.230908-1539.rs_prerelease_amd64fre_WDK.iso","9/14",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25951 | Kits","25951.1000.230908-1539.rs_prerelease_amd64fre_ADK.iso","9/14",""
"01.OS_Image05","Client | BLD | EEAP Windows 11 23H2 9B Preview Build | Client Consumer Localized Languages","22631.2283.230905-2309.23H2_NI_RELEASE_SVC_REFRESH_CLIENT_CONSUMER_x64FRE_ja-jp.iso","9/17",""
"01.OS_Image05","Client | BLD | EEAP Windows 11 23H2 9B Preview Build | All Editions EN-US Only","22631.2283.230905-2309.23H2_NI_RELEASE_SVC_REFRESH_CLIENT_CONSUMER_x64FRE_en-us.iso","9/17",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25956 | Kits","25956.1000.230915-1425.rs_prerelease_amd64fre_HLK.iso","9/22",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25956 | Kits","25956.1000.230915-1425.rs_prerelease_amd64fre_WDK.iso","9/22",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25956 | Kits","25956.1000.230915-1425.rs_prerelease_amd64fre_ADK.iso","9/22",""
"01.OS_Image05","Client | BLD | EEAP Windows 11 23H2 9D Preview Build | Client Consumer Localized Languages","22631.2361.230916-0330.23H2_NI_RELEASE_SVC_REFRESH_CLIENT_CONSUMER_x64FRE_ja-jp.iso","10/2",""
"01.OS_Image05","Client | BLD | EEAP Windows 11 23H2 9D Preview Build | All Editions EN-US Only","22631.2361.230916-0330.23H2_NI_RELEASE_SVC_REFRESH_CLIENT_CONSUMER_x64FRE_en-us.iso","10/2",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25967 | Client Consumer Localized Languages","25967.1000.230929-1123.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","10/6",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25967 | Kits","25967.1000.230929-1123.rs_prerelease_amd64fre_HLK.iso","10/6",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25967 | Kits","25967.1000.230929-1123.rs_prerelease_amd64fre_WDK.iso","10/6",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25967 | Kits","25967.1000.230929-1123.rs_prerelease_amd64fre_ADK.iso","10/6",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25967 | All Editions EN-US Only","25967.1000.230929-1123.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","10/6",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.2419 (x64)","Windows11.0-KB5031463-x64.msu","10/11",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25972 | Kits","25972.1000.231006-1424.rs_prerelease_amd64fre_HLK.iso","10/13",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25972 | Kits","25972.1000.231006-1424.rs_prerelease_amd64fre_WDK.iso","10/13",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25972 | Kits","25972.1000.231006-1424.rs_prerelease_amd64fre_ADK.iso","10/13",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25967 | Kits","25967.1000.230929-1123.rs_prerelease_amd64fre_HLK.iso","10/18",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25967 | Kits","25967.1000.230929-1123.rs_prerelease_amd64fre_WDK.iso","10/18",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25967 | Kits","25967.1000.230929-1123.rs_prerelease_amd64fre_ADK.iso","10/18",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25977 | Kits","25977.1000.231013-1534.rs_prerelease_amd64fre_HLK.iso","10/19",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25977 | Kits","25977.1000.231013-1534.rs_prerelease_amd64fre_WDK.iso","10/19",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25977 | Kits","25977.1000.231013-1534.rs_prerelease_amd64fre_ADK.iso","10/19",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25977 | All Editions EN-US Only","25977.1000.231013-1534.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","10/19",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25977 | Client Consumer Localized Languages","25977.1000.231013-1534.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","10/19",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.2486 (x64)","Windows11.0-KB5031459-x64.msu","10/20",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25987 | Kits","25987.1000.231027-1257.rs_prerelease_amd64fre_HLK.iso","11/2",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25987 | Kits","25987.1000.231027-1257.rs_prerelease_amd64fre_WDK.iso","11/2",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25987 | Kits","25987.1000.231027-1257.rs_prerelease_amd64fre_ADK.iso","11/2",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25987 | All Editions EN-US Only","25987.1000.231027-1257.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","11/2",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25987 | Client Consumer Localized Languages","25987.1000.231027-1257.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","11/2",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.2552 (x64)","Windows11.0-KB5031448-x64.msu","11/2",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25982 | All Editions EN-US Only","25982.1000.231020-1353.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","11/2",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25982 | Client Consumer Localized Languages","25982.1000.231020-1353.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","11/2",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25982 | Kits","25982.1000.231020-1353.rs_prerelease_amd64fre_HLK.iso","11/2",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25982 | Kits","25982.1000.231020-1353.rs_prerelease_amd64fre_WDK.iso","11/2",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25982 | Kits","25982.1000.231020-1353.rs_prerelease_amd64fre_ADK.iso","11/2",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.2700 (x64)","Windows11.0-KB5031452-x64.msu","11/3",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25992 | All Editions EN-US Only","25992.1000.231103-1529.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","11/10",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25992 | Client Consumer Localized Languages","25992.1000.231103-1529.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","11/10",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25992 | Kits","25992.1000.231103-1529.rs_prerelease_amd64fre_HLK.iso","11/10",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25992 | Kits","25992.1000.231103-1529.rs_prerelease_amd64fre_WDK.iso","11/10",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25992 | Kits","25992.1000.231103-1529.rs_prerelease_amd64fre_ADK.iso","11/10",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 25997 | All Editions EN-US Only","25997.1000.231110-1241.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","11/19",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 25997 | Kits","25997.1000.231110-1241.rs_prerelease_amd64fre_WDK.iso","11/19",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.2776 (x64)","Windows11.0-KB5032292-x64.msu","11/29",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26002.1000 | Kits","26002.1000.231118-1559.rs_prerelease_amd64fre_HLK.iso","12/3",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26002.1000 | Kits","26002.1000.231118-1559.rs_prerelease_amd64fre_WDK.iso","12/3",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26002.1000 | Kits","26002.1000.231118-1559.rs_prerelease_amd64fre_ADK.iso","12/3",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 26002.1000 | Client Consumer Localized Languages","26002.1000.231118-1559.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","12/3",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 26002.1000 | All Editions EN-US Only","26002.1000.231118-1559.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","12/3",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.2850 (x64)","Windows11.0-KB5033453-x64.msu","12/13",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 26010.1000 | All Editions EN-US Only","26010.1000.231201-1336.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","12/13",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 26010.1000 | Client Consumer Localized Languages","26010.1000.231201-1336.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","12/13",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.2841 (x64)","Windows11.0-KB5032286-x64.msu","12/13",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 26016 | Client Consumer Localized Languages","26016.1000.231208-1532.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","12/14",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.2915 (x64)","Windows11.0-KB5033456-x64.msu","12/15",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 26016 | Client Consumer Localized Languages","26016.1000.231208-1532.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","12/15",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26016 | Kits","26016.1000.231208-1532.rs_prerelease_amd64fre_HLK.iso","12/15",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26016 | Kits","26016.1000.231208-1532.rs_prerelease_amd64fre_WDK.iso","12/15",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26016 | Kits","26016.1000.231208-1532.rs_prerelease_amd64fre_ADK.iso","12/15",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 26016 | All Editions EN-US Only","26016.1000.231208-1532.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","12/15",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26010.1000 | Kits","26010.1000.231201-1336.rs_prerelease_amd64fre_HLK.iso","12/15",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26010.1000 | Kits","26010.1000.231201-1336.rs_prerelease_amd64fre_WDK.iso","12/15",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26010.1000 | Kits","","12/15",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26010.1000 | Kits","26010.1000.231201-1336.rs_prerelease_amd64fre_HLK.iso","1/3",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26010.1000 | Kits","26010.1000.231201-1336.rs_prerelease_amd64fre_WDK.iso","1/3",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26010.1000 | Kits","26010.1000.231201-1336.rs_prerelease_amd64fre_ADK.iso","1/3",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.2921 (x64)","Windows11.0-KB5034212-x64.msu","1/7",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 26020 | Client Consumer Localized Languages","26020.1000.231214-1452.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","1/7",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26020 | Kits","26020.1000.231214-1452.rs_prerelease_amd64fre_HLK.iso","1/7",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26020 | Kits","26020.1000.231214-1452.rs_prerelease_amd64fre_WDK.iso","1/7",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26020 | Kits","26020.1000.231214-1452.rs_prerelease_amd64fre_ADK.iso","1/7",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 26020 | All Editions EN-US Only","26020.1000.231214-1452.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","1/7",""
"01.OS_Image05","Client | BLD | EEAP Canary Channel Preview Build 26020 | All Editions EN-US Only","26020.1000.231214-1452.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","1/14",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.3061 (x64)","Windows11.0-KB5034215-x64.msu","1/14",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.3130 (x64)","Windows11.0-KB5034218-x64.msu","1/26",""
"01.OS_Image99","Client | BLD | EEAP Canary Channel Preview Build 26040| Client Consumer Localized Languages","26040.1000.240122-1157.rs_prerelease_CLIENT_CONSUMER_x64FRE_ja-jp.iso","1/29",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26040| Kits","26040.1000.240122-1157.rs_prerelease_amd64fre_HLK.iso","1/29",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26040| Kits","26040.1000.240122-1157.rs_prerelease_amd64fre_WDK.iso","1/29",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26040| Kits","26040.1000.240122-1157.rs_prerelease_amd64fre_ADK.iso","1/29",""
"01.OS_Image99","Client | BLD | EEAP Canary Channel Preview Build 26040 | All Editions EN-US Only","26040.1000.240122-1157.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","1/29",""
"01.OS_Image99","Client | BLD | EEAP Canary Channel Preview Build 26040 | All Editions EN-US Only","26040.1000.240122-1157.rs_prerelease_CLIENT_CONSUMER_x64FRE_en-us.iso","1/30",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.3139 (x64)","Windows11.0-KB5034220-x64.msu","2/2",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26040| Kits","26040.1000.240122-1157.rs_prerelease_amd64fre_HLK.iso","2/5",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26040| Kits","26040.1000.240122-1157.rs_prerelease_amd64fre_WDK.iso","2/5",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26040| Kits","26040.1000.240122-1157.rs_prerelease_amd64fre_ADK.iso","2/5",""
"01.OS_Image99","Client | BLD | EEAP Canary Channel Preview Build 26052 | All Editions EN-US Only","26052.1000.240202-1419.ge_release_CLIENT_CONSUMER_x64FRE_en-us.iso","2/14",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26052 | Kits","26052.1000.240202-1419.ge_release_amd64fre_HLK.iso","2/14",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26052 | Kits","26052.1000.240202-1419.ge_release_amd64fre_WDK.iso","2/14",""
"03.Kit","All Platforms | BLD | EEAP Canary Channel Preview Build 26052 | Kits","26052.1000.240202-1419.ge_release_amd64fre_ADK.iso","2/14",""
"01.OS_Image99","Client | BLD | EEAP Canary Channel Preview Build 26052 | Client Consumer Localized Languages","26052.1000.240202-1419.ge_release_CLIENT_CONSUMER_x64FRE_ja-jp.iso","2/14",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.3140 (x64)","Windows11.0-KB5034851-x64.msu","2/14",""
"02.OS_UpdatePackage","Windows 11 Beta Channel Preview Build | 22635.3209 (x64)","Windows11.0-KB5034855-x64.msu","2/17",""
